"R0000100","R0173600","R0214700","R0214800","T3200700","T3212900","T3976200","T4045802"
9678,10,2,1,-5,-5,-5,-5
9679,10,2,1,2,14,0,2500
9680,13,2,2,10,12,0,0
9681,10,2,1,10,12,0,0
9682,10,2,1,7,12,0,1000
9683,10,2,1,7,12,1,11500
9684,13,2,2,7,14,1,-3
9685,10,2,1,7,12,1,-700
9686,13,2,2,2,12,1,5250
9687,10,2,1,2,12,1,24500
9688,10,2,1,2,11,0,0
9689,13,2,2,-5,-5,-5,-5
9690,10,2,1,-5,-5,-5,-5
9691,12,3,2,-5,-5,-5,-5
9692,12,3,2,-5,-5,-5,-5
9693,12,3,2,-5,-5,-5,-5
9694,9,3,1,-5,-5,-5,-5
9695,9,3,1,-5,-5,-5,-5
9696,9,3,1,-5,-5,-5,-5
9697,10,2,1,11,18,1,200000
9698,12,3,2,-5,-5,-5,-5
9699,9,3,1,-5,-5,-5,-5
9700,12,3,2,-5,-5,-5,-5
9701,9,3,1,-5,-5,-5,-5
9702,12,3,2,-5,-5,-5,-5
9703,9,3,1,-5,-5,-5,-5
9704,12,3,2,-5,-5,-5,-5
9705,12,3,2,-5,-5,-5,-5
9706,10,2,1,-5,-5,-5,-5
9707,13,2,2,2,18,1,-171375
9708,13,2,2,7,20,1,83800
9709,12,3,2,-5,-5,-5,-5
9710,9,3,1,-5,-5,-5,-5
9711,13,2,2,9,14,0,-172700
9712,12,3,2,-5,-5,-5,-5
9713,12,3,2,-5,-5,-5,-5
9714,12,3,2,-5,-5,-5,-5
9715,12,3,2,-5,-5,-5,-5
9716,12,3,2,-5,-5,-5,-5
9717,12,3,2,-5,-5,-5,-5
9718,9,3,1,-5,-5,-5,-5
9719,9,3,1,-5,-5,-5,-5
9720,9,3,1,-5,-5,-5,-5
9721,12,3,2,-5,-5,-5,-5
9722,12,3,2,-5,-5,-5,-5
9723,9,3,1,-5,-5,-5,-5
9724,9,3,1,-5,-5,-5,-5
9725,9,3,1,-5,-5,-5,-5
9726,9,3,1,-5,-5,-5,-5
9727,12,3,2,-5,-5,-5,-5
9728,9,3,1,-5,-5,-5,-5
9729,9,3,1,-5,-5,-5,-5
9730,12,3,2,-5,-5,-5,-5
9731,12,3,2,-5,-5,-5,-5
9732,12,3,2,-5,-5,-5,-5
9733,12,3,2,-5,-5,-5,-5
9734,9,3,1,-5,-5,-5,-5
9735,9,3,1,-5,-5,-5,-5
9736,12,3,2,-5,-5,-5,-5
9737,9,3,1,-5,-5,-5,-5
9738,9,3,1,-5,-5,-5,-5
9739,9,3,1,-5,-5,-5,-5
9740,12,3,2,-5,-5,-5,-5
9741,12,3,2,-5,-5,-5,-5
9742,9,3,1,-5,-5,-5,-5
9743,9,3,1,-5,-5,-5,-5
9744,9,3,1,-5,-5,-5,-5
9745,9,3,1,-5,-5,-5,-5
9746,9,3,1,-5,-5,-5,-5
9747,10,2,1,-5,-5,-5,-5
9748,12,3,2,-5,-5,-5,-5
9749,13,2,2,2,18,0,124500
9750,12,3,2,-5,-5,-5,-5
9751,9,3,1,-5,-5,-5,-5
9752,9,3,1,-5,-5,-5,-5
9753,12,3,2,-5,-5,-5,-5
9754,14,1,2,7,9,0,10900
9755,12,3,2,-5,-5,-5,-5
9756,13,2,2,2,13,0,0
9757,13,2,2,2,12,0,131300
9758,13,2,2,2,14,0,-3
9759,13,2,2,11,15,0,25415
9760,10,2,1,2,12,0,-1900
9761,10,2,1,2,12,1,-3
9762,11,1,1,7,12,1,11000
9763,14,1,2,-5,-5,-5,-5
9764,10,2,1,2,12,1,0
9765,13,2,2,-5,-5,-5,-5
9766,13,2,2,2,14,1,-3
9767,10,2,1,2,10,1,40000
9768,13,2,2,9,14,0,-3
9769,10,2,1,-5,-5,-5,-5
9770,11,1,1,11,10,1,239600
9771,11,1,1,-5,-5,-5,-5
9772,14,1,2,12,12,0,118700
9773,11,1,1,-5,-5,-5,-5
9774,12,3,2,-5,-5,-5,-5
9775,11,1,1,11,11,0,0
9776,11,1,1,12,11,1,126000
9777,11,1,1,10,14,1,261000
9778,14,1,2,7,12,1,146500
9779,11,1,1,7,11,1,180100
9780,11,1,1,-5,-5,-5,-5
9781,9,3,1,-5,-5,-5,-5
9782,12,3,2,-5,-5,-5,-5
9783,11,1,1,11,12,1,-3
9784,14,1,2,9,12,0,455242
9785,9,3,1,-5,-5,-5,-5
9786,11,1,1,10,16,1,-3
9787,9,3,1,-5,-5,-5,-5
9788,11,1,1,11,14,1,441000
9789,14,1,2,11,12,1,49000
9790,14,1,2,11,12,0,556000
9791,9,3,1,-5,-5,-5,-5
9792,9,3,1,-5,-5,-5,-5
9793,9,3,1,-5,-5,-5,-5
9794,9,3,1,-5,-5,-5,-5
9795,12,3,2,-5,-5,-5,-5
9796,12,3,2,-5,-5,-5,-5
9797,12,3,2,-5,-5,-5,-5
9798,12,3,2,-5,-5,-5,-5
9799,12,3,2,-5,-5,-5,-5
9800,9,3,1,-5,-5,-5,-5
9801,11,1,1,-5,-5,-5,-5
9802,11,1,1,-5,-5,-5,-5
9803,9,3,1,-5,-5,-5,-5
9804,9,3,1,-5,-5,-5,-5
9805,9,3,1,-5,-5,-5,-5
9806,9,3,1,-5,-5,-5,-5
9807,12,3,2,-5,-5,-5,-5
9808,9,3,1,-5,-5,-5,-5
9809,14,1,2,10,12,0,-3
9810,11,1,1,7,12,0,606500
9811,14,1,2,9,12,0,-34546
9812,11,1,1,10,17,0,136400
9813,14,1,2,-5,-5,-5,-5
9814,11,1,1,7,12,1,31000
9815,11,1,1,7,9,0,-3
9816,11,1,1,7,11,0,6300
9817,14,1,2,7,12,1,5029
9818,12,3,2,-5,-5,-5,-5
9819,11,1,1,-5,-5,-5,-5
9820,14,1,2,7,18,1,225500
9821,11,1,1,7,11,1,0
9822,11,1,1,7,12,1,-178295
9823,10,2,1,9,12,0,61000
9824,13,2,2,11,18,0,-3
9825,10,2,1,9,12,0,2000
9826,13,2,2,5,14,0,4450
9827,10,2,1,-5,-5,-5,-5
9828,14,1,2,7,-2,0,-1300
9829,11,1,1,7,13,1,-3
9830,14,1,2,7,15,0,120500
9831,14,1,2,5,16,0,0
9832,14,1,2,-5,-5,-5,-5
9833,9,3,1,-5,-5,-5,-5
9834,12,3,2,-5,-5,-5,-5
9835,11,1,1,11,14,0,-29900
9836,11,1,1,11,11,0,8000
9837,14,1,2,9,12,0,67850
9838,14,1,2,7,14,1,-75500
9839,14,1,2,9,14,0,4500
9840,14,1,2,7,14,0,-22500
9841,11,1,1,7,11,0,0
9842,9,3,1,-5,-5,-5,-5
9843,11,1,1,10,8,0,0
9844,14,1,2,7,14,0,7000
9845,14,1,2,7,11,0,2000
9846,11,1,1,-5,-5,-5,-5
9847,11,1,1,7,19,1,3749941
9848,11,1,1,7,14,1,32000
9849,14,1,2,-1,14,0,2200
9850,11,1,1,-5,-5,-5,-5
9851,14,1,2,-5,-5,-5,-5
9852,14,1,2,11,15,0,-23390
9853,11,1,1,7,10,0,0
9854,11,1,1,7,12,0,-2350
9855,14,1,2,11,12,1,-528660
9856,11,1,1,-5,-5,-5,-5
9857,11,1,1,-5,-5,-5,-5
9858,14,1,2,10,12,0,72941
9859,11,1,1,-5,-5,-5,-5
9860,11,1,1,7,12,0,137700
9861,12,3,2,-5,-5,-5,-5
9862,14,1,2,11,12,1,163700
9863,14,1,2,10,14,0,-3
9864,12,3,2,-5,-5,-5,-5
9865,14,1,2,-5,-5,-5,-5
9866,14,1,2,-5,-5,-5,-5
9867,14,1,2,-5,-5,-5,-5
9868,11,1,1,12,13,0,2200
9869,11,1,1,7,11,0,0
9870,14,1,2,11,13,0,-940
9871,13,2,2,2,12,1,46593
9872,13,2,2,2,18,1,-3
9873,10,2,1,11,16,0,-25400
9874,13,2,2,9,12,1,-3
9875,11,1,1,7,10,1,0
9876,11,1,1,7,12,0,528000
9877,13,2,2,2,12,1,-3
9878,11,1,1,-5,-5,-5,-5
9879,10,2,1,2,16,0,31300
9880,10,2,1,-5,-5,-5,-5
9881,14,1,2,-5,-5,-5,-5
9882,12,3,2,-5,-5,-5,-5
9883,11,1,1,7,16,0,520500
9884,11,1,1,7,12,0,355600
9885,14,1,2,-5,-5,-5,-5
9886,11,1,1,11,12,1,190000
9887,14,1,2,-5,-5,-5,-5
9888,11,1,1,11,10,1,124700
9889,9,3,1,-5,-5,-5,-5
9890,11,1,1,7,16,1,354500
9891,14,1,2,-5,-5,-5,-5
9892,14,1,2,9,12,1,-55800
9893,10,2,1,2,14,1,73500
9894,14,1,2,-5,-5,-5,-5
9895,14,1,2,11,12,0,-3
9896,14,1,2,7,18,1,132700
9897,14,1,2,7,16,1,-3
9898,14,1,2,-5,-5,-5,-5
9899,14,1,2,-5,-5,-5,-5
9900,12,3,2,-5,-5,-5,-5
9901,11,1,1,11,14,1,972000
9902,11,1,1,9,11,0,-225433
9903,14,1,2,-5,-5,-5,-5
9904,11,1,1,-5,-5,-5,-5
9905,11,1,1,7,12,1,115500
9906,14,1,2,7,12,0,3850
9907,9,3,1,-5,-5,-5,-5
9908,9,3,1,-5,-5,-5,-5
9909,9,3,1,-5,-5,-5,-5
9910,12,3,2,-5,-5,-5,-5
9911,11,1,1,-5,-5,-5,-5
9912,11,1,1,-5,-5,-5,-5
9913,14,1,2,7,10,1,-12000
9914,11,1,1,7,11,0,8000
9915,11,1,1,7,6,1,5000
9916,14,1,2,11,6,0,138000
9917,9,3,1,-5,-5,-5,-5
9918,11,1,1,7,12,1,0
9919,11,1,1,7,10,0,1740
9920,13,2,2,-5,-5,-5,-5
9921,12,3,2,-5,-5,-5,-5
9922,14,1,2,11,12,1,22300
9923,14,1,2,7,14,1,-3
9924,12,3,2,-5,-5,-5,-5
9925,14,1,2,11,12,1,74000
9926,10,2,1,-5,-5,-5,-5
9927,14,1,2,7,12,1,-3
9928,10,2,1,12,14,1,6500
9929,10,2,1,12,14,1,127000
9930,14,1,2,-5,-5,-5,-5
9931,14,1,2,-5,-5,-5,-5
9932,12,3,2,-5,-5,-5,-5
9933,11,1,1,7,12,1,46500
9934,11,1,1,7,19,0,2802
9935,14,1,2,7,13,0,102600
9936,11,1,1,7,12,1,5500
9937,11,1,1,7,12,0,331500
9938,14,1,2,10,13,1,2000
9939,14,1,2,12,16,0,227700
9940,14,1,2,7,9,1,26000
9941,14,1,2,2,9,1,104600
9942,11,1,1,-5,-5,-5,-5
9943,11,1,1,-5,-5,-5,-5
9944,14,1,2,-5,-5,-5,-5
9945,14,1,2,11,3,0,2000
9946,14,1,2,7,12,0,55000
9947,11,1,1,-5,-5,-5,-5
9948,14,1,2,-5,-5,-5,-5
9949,10,2,1,-5,-5,-5,-5
9950,10,2,1,9,12,1,0
9951,13,2,2,2,12,0,-377244
9952,10,2,1,9,12,0,79500
9953,14,1,2,7,11,0,1850
9954,11,1,1,-5,-5,-5,-5
9955,14,1,2,11,9,0,130600
9956,11,1,1,-5,-5,-5,-5
9957,11,1,1,-5,-5,-5,-5
9958,10,2,1,-5,-5,-5,-5
9959,13,2,2,-5,-5,-5,-5
9960,14,1,2,-5,-5,-5,-5
9961,11,1,1,-5,-5,-5,-5
9962,11,1,1,-5,-5,-5,-5
9963,11,1,1,-5,-5,-5,-5
9964,11,1,1,-5,-5,-5,-5
9965,14,1,2,-5,-5,-5,-5
9966,14,1,2,7,6,0,9400
9967,14,1,2,7,7,0,800
9968,11,1,1,7,9,1,-91900
9969,11,1,1,7,11,1,265000
9970,13,2,2,2,13,1,0
9971,10,2,1,11,13,0,-49300
9972,14,1,2,7,13,0,-61671
9973,14,1,2,-5,-5,-5,-5
9974,14,1,2,10,11,1,104245
9975,11,1,1,-5,-5,-5,-5
9976,11,1,1,7,11,0,8775
9977,11,1,1,9,11,1,-2000
9978,14,1,2,-5,-5,-5,-5
9979,12,3,2,-5,-5,-5,-5
9980,14,1,2,11,12,0,-3
9981,14,1,2,7,14,0,47500
9982,14,1,2,9,14,1,118800
9983,11,1,1,11,12,1,13500
9984,11,1,1,-5,-5,-5,-5
9985,10,2,1,2,12,-4,0
9986,13,2,2,9,12,1,-3
9987,14,1,2,-1,16,0,375900
9988,11,1,1,7,14,0,12500
9989,11,1,1,-5,-5,-5,-5
9990,11,1,1,-5,-5,-5,-5
9991,14,1,2,-5,-5,-5,-5
9992,14,1,2,7,16,1,-10000
9993,11,1,1,-5,-5,-5,-5
9994,11,1,1,-5,-5,-5,-5
9995,14,1,2,11,14,1,114000
9996,10,2,1,2,7,0,0
9997,13,2,2,-5,-5,-5,-5
9998,10,2,1,12,11,0,108000
9999,13,2,2,-5,-5,-5,-5
10000,13,2,2,-5,-5,-5,-5
10001,11,1,1,7,12,0,5500
10002,14,1,2,7,12,1,291000
10003,11,1,1,-5,-5,-5,-5
10004,11,1,1,11,15,1,13500
10005,11,1,1,7,12,1,525000
10006,11,1,1,7,16,1,1019529
10007,14,1,2,7,12,1,10000
10008,14,1,2,9,16,0,-3
10009,11,1,1,9,14,0,251500
10010,13,2,2,12,20,0,-3
10011,14,1,2,-5,-5,-5,-5
10012,12,3,2,-5,-5,-5,-5
10013,9,3,1,-5,-5,-5,-5
10014,9,3,1,-5,-5,-5,-5
10015,12,3,2,-5,-5,-5,-5
10016,12,3,2,-5,-5,-5,-5
10017,12,3,2,-5,-5,-5,-5
10018,9,3,1,-5,-5,-5,-5
10019,9,3,1,-5,-5,-5,-5
10020,9,3,1,-5,-5,-5,-5
10021,9,3,1,-5,-5,-5,-5
10022,11,1,1,-5,-5,-5,-5
10023,11,1,1,-5,-5,-5,-5
10024,14,1,2,7,12,1,700
10025,11,1,1,-5,-5,-5,-5
10026,14,1,2,11,6,0,260526
10027,11,1,1,9,9,1,53000
10028,11,1,1,7,8,1,91200
10029,14,1,2,7,15,1,113000
10030,11,1,1,2,12,-4,0
10031,11,1,1,7,13,0,111000
10032,14,1,2,7,9,0,0
10033,9,3,1,-5,-5,-5,-5
10034,14,1,2,-5,-5,-5,-5
10035,11,1,1,-5,-5,-5,-5
10036,14,1,2,7,3,0,98650
10037,14,1,2,2,11,0,40500
10038,14,1,2,10,14,1,630000
10039,12,3,2,-5,-5,-5,-5
10040,14,1,2,7,14,0,-3
10041,14,1,2,-5,-5,-5,-5
10042,14,1,2,-5,-5,-5,-5
10043,11,1,1,-5,-5,-5,-5
10044,12,3,2,-5,-5,-5,-5
10045,12,3,2,-5,-5,-5,-5
10046,10,2,1,-5,-5,-5,-5
10047,13,2,2,2,16,1,-9900
10048,14,1,2,7,9,1,165000
10049,14,1,2,7,12,0,-3
10050,11,1,1,7,12,0,38200
10051,11,1,1,7,12,0,32500
10052,14,1,2,7,14,1,1000
10053,11,1,1,7,12,1,-3
10054,14,1,2,7,16,1,172000
10055,14,1,2,-5,-5,-5,-5
10056,14,1,2,10,12,1,148000
10057,11,1,1,-5,-5,-5,-5
10058,11,1,1,-1,15,0,18000
10059,12,3,2,-5,-5,-5,-5
10060,14,1,2,-5,-5,-5,-5
10061,11,1,1,7,9,1,95000
10062,14,1,2,7,9,0,176200
10063,12,3,2,-5,-5,-5,-5
10064,12,3,2,-5,-5,-5,-5
10065,11,1,1,-5,-5,-5,-5
10066,12,3,2,-5,-5,-5,-5
10067,11,1,1,11,12,1,16500
10068,11,1,1,10,12,1,-3
10069,11,1,1,9,14,1,-64800
10070,11,1,1,11,12,1,-9000
10071,11,1,1,7,8,0,57100
10072,14,1,2,11,8,0,2000
10073,14,1,2,7,9,0,-3
10074,11,1,1,-5,-5,-5,-5
10075,11,1,1,7,12,0,4300
10076,11,1,1,11,11,-4,0
10077,14,1,2,7,12,0,40500
10078,11,1,1,7,14,1,4000
10079,14,1,2,10,14,1,28000
10080,9,3,1,-5,-5,-5,-5
10081,12,3,2,-5,-5,-5,-5
10082,10,2,1,2,14,1,44700
10083,10,2,1,-5,-5,-5,-5
10084,10,2,1,-5,-5,-5,-5
10085,10,2,1,2,12,0,186700
10086,12,3,2,-5,-5,-5,-5
10087,12,3,2,-5,-5,-5,-5
10088,12,3,2,-5,-5,-5,-5
10089,9,3,1,-5,-5,-5,-5
10090,9,3,1,-5,-5,-5,-5
10091,9,3,1,-5,-5,-5,-5
10092,12,3,2,-5,-5,-5,-5
10093,12,3,2,-5,-5,-5,-5
10094,9,3,1,-5,-5,-5,-5
10095,12,3,2,-5,-5,-5,-5
10096,12,3,2,-5,-5,-5,-5
10097,12,3,2,-5,-5,-5,-5
10098,9,3,1,-5,-5,-5,-5
10099,9,3,1,-5,-5,-5,-5
10100,9,3,1,-5,-5,-5,-5
10101,12,3,2,-5,-5,-5,-5
10102,12,3,2,-5,-5,-5,-5
10103,12,3,2,-5,-5,-5,-5
10104,12,3,2,-5,-5,-5,-5
10105,9,3,1,-5,-5,-5,-5
10106,13,2,2,-5,-5,-5,-5
10107,9,3,1,-5,-5,-5,-5
10108,9,3,1,-5,-5,-5,-5
10109,12,3,2,-5,-5,-5,-5
10110,9,3,1,-5,-5,-5,-5
10111,13,2,2,9,10,0,0
10112,13,2,2,2,95,0,64000
10113,13,2,2,11,7,1,-206
10114,10,2,1,9,14,0,156400
10115,10,2,1,2,12,1,0
10116,13,2,2,9,12,0,-3
10117,12,3,2,-5,-5,-5,-5
10118,9,3,1,-5,-5,-5,-5
10119,12,3,2,-5,-5,-5,-5
10120,9,3,1,-5,-5,-5,-5
10121,9,3,1,-5,-5,-5,-5
10122,9,3,1,-5,-5,-5,-5
10123,11,1,1,10,14,1,233450
10124,13,2,2,5,12,1,0
10125,13,2,2,5,14,0,41125
10126,10,2,1,5,16,1,84300
10127,13,2,2,5,16,0,20900
10128,10,2,1,7,11,1,23500
10129,13,2,2,9,11,0,82300
10130,13,2,2,2,12,0,5000
10131,10,2,1,-5,-5,-5,-5
10132,13,2,2,5,13,1,218200
10133,10,2,1,9,12,0,24600
10134,11,1,1,-5,-5,-5,-5
10135,13,2,2,2,12,1,7000
10136,12,3,2,-5,-5,-5,-5
10137,10,2,1,12,16,0,79000
10138,13,2,2,12,14,0,29250
10139,10,2,1,12,14,0,197665
10140,12,3,2,-5,-5,-5,-5
10141,9,3,1,-5,-5,-5,-5
10142,12,3,2,-5,-5,-5,-5
10143,9,3,1,-5,-5,-5,-5
10144,12,3,2,-5,-5,-5,-5
10145,12,3,2,-5,-5,-5,-5
10146,9,3,1,-5,-5,-5,-5
10147,9,3,1,-5,-5,-5,-5
10148,12,3,2,-5,-5,-5,-5
10149,12,3,2,-5,-5,-5,-5
10150,12,3,2,-5,-5,-5,-5
10151,13,2,2,11,10,1,4035
10152,10,2,1,10,12,0,8000
10153,13,2,2,2,14,0,332000
10154,10,2,1,2,14,1,246500
10155,10,2,1,2,12,1,-3
10156,13,2,2,2,12,1,16000
10157,10,2,1,11,10,0,0
10158,10,2,1,2,16,0,83000
10159,13,2,2,-5,-5,-5,-5
10160,10,2,1,9,10,0,-110200
10161,10,2,1,2,18,0,83000
10162,13,2,2,12,12,1,1000
10163,10,2,1,11,8,0,89000
10164,13,2,2,2,12,0,64200
10165,10,2,1,2,12,0,91300
10166,13,2,2,9,12,0,228500
10167,10,2,1,2,12,1,112000
10168,13,2,2,-5,-5,-5,-5
10169,10,2,1,2,12,1,-2400
10170,10,2,1,2,12,1,21100
10171,10,2,1,12,14,1,49800
10172,10,2,1,9,12,0,13500
10173,10,2,1,-5,-5,-5,-5
10174,10,2,1,10,12,0,8000
10175,13,2,2,11,12,0,-3
10176,14,1,2,7,14,1,-27500
10177,9,3,1,-5,-5,-5,-5
10178,10,2,1,10,11,1,27000
10179,10,2,1,2,12,0,5050
10180,10,2,1,11,10,1,-62200
10181,13,2,2,2,12,0,-6300
10182,13,2,2,9,12,0,23400
10183,14,1,2,2,12,1,159000
10184,13,2,2,2,11,0,0
10185,14,1,2,10,12,0,554040
10186,10,2,1,11,13,1,-49000
10187,10,2,1,5,11,0,65400
10188,13,2,2,-5,-5,-5,-5
10189,10,2,1,-5,-5,-5,-5
10190,10,2,1,11,12,0,54000
10191,13,2,2,9,12,0,-3
10192,10,2,1,-5,-5,-5,-5
10193,13,2,2,-5,-5,-5,-5
10194,10,2,1,-5,-5,-5,-5
10195,13,2,2,9,18,0,-3
10196,13,2,2,2,18,1,355000
10197,10,2,1,-5,-5,-5,-5
10198,10,2,1,2,12,0,1000
10199,10,2,1,10,11,1,141300
10200,10,2,1,9,10,0,90000
10201,10,2,1,2,11,0,33500
10202,10,2,1,-5,-5,-5,-5
10203,13,2,2,9,13,0,-1400
10204,10,2,1,2,11,0,0
10205,10,2,1,-5,-5,-5,-5
10206,9,3,1,-5,-5,-5,-5
10207,9,3,1,-5,-5,-5,-5
10208,9,3,1,-5,-5,-5,-5
10209,9,3,1,-5,-5,-5,-5
10210,12,3,2,-5,-5,-5,-5
10211,14,1,2,7,15,0,-300
10212,12,3,2,-5,-5,-5,-5
10213,12,3,2,-5,-5,-5,-5
10214,12,3,2,-5,-5,-5,-5
10215,12,3,2,-5,-5,-5,-5
10216,12,3,2,-5,-5,-5,-5
10217,9,3,1,-5,-5,-5,-5
10218,12,3,2,-5,-5,-5,-5
10219,12,3,2,-5,-5,-5,-5
10220,12,3,2,-5,-5,-5,-5
10221,12,3,2,-5,-5,-5,-5
10222,12,3,2,-5,-5,-5,-5
10223,9,3,1,-5,-5,-5,-5
10224,9,3,1,-5,-5,-5,-5
10225,12,3,2,-5,-5,-5,-5
10226,14,1,2,5,16,1,-3
10227,12,3,2,-5,-5,-5,-5
10228,9,3,1,-5,-5,-5,-5
10229,13,2,2,9,14,1,-5900
10230,9,3,1,-5,-5,-5,-5
10231,12,3,2,-5,-5,-5,-5
10232,10,2,1,2,15,0,125600
10233,13,2,2,-5,-5,-5,-5
10234,13,2,2,9,12,1,6044
10235,10,2,1,-5,-5,-5,-5
10236,13,2,2,2,14,0,-12300
10237,13,2,2,2,12,1,-3
10238,13,2,2,2,12,1,1400
10239,10,2,1,-5,-5,-5,-5
10240,9,3,1,-5,-5,-5,-5
10241,12,3,2,-5,-5,-5,-5
10242,9,3,1,-5,-5,-5,-5
10243,12,3,2,-5,-5,-5,-5
10244,9,3,1,-5,-5,-5,-5
10245,12,3,2,-5,-5,-5,-5
10246,12,3,2,-5,-5,-5,-5
10247,9,3,1,-5,-5,-5,-5
10248,9,3,1,-5,-5,-5,-5
10249,9,3,1,-5,-5,-5,-5
10250,9,3,1,-5,-5,-5,-5
10251,9,3,1,-5,-5,-5,-5
10252,12,3,2,-5,-5,-5,-5
10253,11,1,1,-5,-5,-5,-5
10254,12,3,2,-5,-5,-5,-5
10255,12,3,2,-5,-5,-5,-5
10256,9,3,1,-5,-5,-5,-5
10257,12,3,2,-5,-5,-5,-5
10258,9,3,1,-5,-5,-5,-5
10259,13,2,2,2,12,0,-3
10260,12,3,2,-5,-5,-5,-5
10261,12,3,2,-5,-5,-5,-5
10262,12,3,2,-5,-5,-5,-5
10263,9,3,1,-5,-5,-5,-5
10264,9,3,1,-5,-5,-5,-5
10265,9,3,1,-5,-5,-5,-5
10266,9,3,1,-5,-5,-5,-5
10267,12,3,2,-5,-5,-5,-5
10268,12,3,2,-5,-5,-5,-5
10269,12,3,2,-5,-5,-5,-5
10270,12,3,2,-5,-5,-5,-5
10271,12,3,2,-5,-5,-5,-5
10272,12,3,2,-5,-5,-5,-5
10273,12,3,2,-5,-5,-5,-5
10274,9,3,1,-5,-5,-5,-5
10275,9,3,1,-5,-5,-5,-5
10276,12,3,2,-5,-5,-5,-5
10277,12,3,2,-5,-5,-5,-5
10278,9,3,1,-5,-5,-5,-5
10279,12,3,2,-5,-5,-5,-5
10280,12,3,2,-5,-5,-5,-5
10281,12,3,2,-5,-5,-5,-5
10282,12,3,2,-5,-5,-5,-5
10283,12,3,2,-5,-5,-5,-5
10284,9,3,1,-5,-5,-5,-5
10285,9,3,1,-5,-5,-5,-5
10286,12,3,2,-5,-5,-5,-5
10287,12,3,2,-5,-5,-5,-5
10288,9,3,1,-5,-5,-5,-5
10289,9,3,1,-5,-5,-5,-5
10290,12,3,2,-5,-5,-5,-5
10291,12,3,2,-5,-5,-5,-5
10292,12,3,2,-5,-5,-5,-5
10293,12,3,2,-5,-5,-5,-5
10294,9,3,1,-5,-5,-5,-5
10295,12,3,2,-5,-5,-5,-5
10296,12,3,2,-5,-5,-5,-5
10297,12,3,2,-5,-5,-5,-5
10298,9,3,1,-5,-5,-5,-5
10299,12,3,2,-5,-5,-5,-5
10300,12,3,2,-5,-5,-5,-5
10301,9,3,1,-5,-5,-5,-5
10302,12,3,2,-5,-5,-5,-5
10303,14,1,2,7,6,0,5700
10304,14,1,2,11,16,1,344500
10305,11,1,1,-5,-5,-5,-5
10306,14,1,2,7,12,1,271850
10307,11,1,1,7,17,1,218500
10308,14,1,2,7,18,0,141000
10309,14,1,2,-5,-5,-5,-5
10310,14,1,2,7,14,0,-3
10311,11,1,1,7,12,1,71000
10312,14,1,2,7,16,1,3749941
10313,13,2,2,2,16,1,124001
10314,14,1,2,9,7,0,2000
10315,11,1,1,7,12,1,56000
10316,10,2,1,-5,-5,-5,-5
10317,13,2,2,-5,-5,-5,-5
10318,10,2,1,2,10,-4,0
10319,10,2,1,11,12,0,51000
10320,10,2,1,-5,-5,-5,-5
10321,13,2,2,11,12,0,-1500
10322,9,3,1,-5,-5,-5,-5
10323,9,3,1,-5,-5,-5,-5
10324,10,2,1,12,12,0,-3
10325,10,2,1,-5,-5,-5,-5
10326,10,2,1,-5,-5,-5,-5
10327,10,2,1,11,12,1,134000
10328,10,2,1,2,12,0,35500
10329,13,2,2,2,15,0,273200
10330,10,2,1,2,10,0,7000
10331,13,2,2,2,11,1,-9000
10332,13,2,2,2,12,0,2000
10333,10,2,1,2,8,0,1100
10334,13,2,2,2,12,0,0
10335,13,2,2,2,14,0,53694
10336,13,2,2,11,12,1,-74500
10337,10,2,1,9,12,1,800
10338,10,2,1,2,12,0,65800
10339,10,2,1,2,12,0,38500
10340,13,2,2,2,15,1,140900
10341,10,2,1,11,16,0,-3
10342,12,3,2,-5,-5,-5,-5
10343,9,3,1,-5,-5,-5,-5
10344,12,3,2,-5,-5,-5,-5
10345,12,3,2,-5,-5,-5,-5
10346,9,3,1,-5,-5,-5,-5
10347,9,3,1,-5,-5,-5,-5
10348,9,3,1,-5,-5,-5,-5
10349,12,3,2,-5,-5,-5,-5
10350,12,3,2,-5,-5,-5,-5
10351,9,3,1,-5,-5,-5,-5
10352,9,3,1,-5,-5,-5,-5
10353,9,3,1,-5,-5,-5,-5
10354,12,3,2,-5,-5,-5,-5
10355,9,3,1,-5,-5,-5,-5
10356,9,3,1,-5,-5,-5,-5
10357,9,3,1,-5,-5,-5,-5
10358,14,1,2,-5,-5,-5,-5
10359,14,1,2,1,14,0,166000
10360,14,1,2,7,13,1,-78500
10361,12,3,2,-5,-5,-5,-5
10362,13,2,2,10,18,1,-75407
10363,10,2,1,10,14,1,-5000
10364,9,3,1,-5,-5,-5,-5
10365,12,3,2,-5,-5,-5,-5
10366,12,3,2,-5,-5,-5,-5
10367,12,3,2,-5,-5,-5,-5
10368,10,2,1,1,14,1,326000
10369,13,2,2,3,18,0,565000
10370,11,1,1,11,14,0,126000
10371,14,1,2,7,12,1,-3000
10372,14,1,2,-5,-5,-5,-5
10373,13,2,2,-5,-5,-5,-5
10374,13,2,2,7,12,0,-3
10375,14,1,2,7,13,0,-3
10376,14,1,2,7,12,1,211500
10377,14,1,2,7,19,1,-3
10378,13,2,2,2,18,1,-4500
10379,13,2,2,2,13,0,-3
10380,9,3,1,-5,-5,-5,-5
10381,11,1,1,7,13,0,-3
10382,11,1,1,7,15,1,155000
10383,14,1,2,7,6,0,0
10384,11,1,1,7,10,0,-1598
10385,11,1,1,-5,-5,-5,-5
10386,11,1,1,-5,-5,-5,-5
