date,HR,BuzzLight,PeterPan,SevenDwarfs,SpaceMtn,SplashMtn,UnderSea,WinniePooh,BigThunMtn,HauntedMansion,JungleCruise,Pirates
05/15/2017,18,30,70,90,55,70,15,30,50,30,60,50
05/15/2017,19,40,65,90,,50,30,35,40,35,60,45
05/15/2017,20,40,65,80,50,65,15,25,45,25,40,35
05/15/2017,21,5,30,60,45,55,10,5,10,10,5,5
05/15/2017,22,20,45,40,55,50,5,10,15,25,5,25
05/16/2017,8,,5,5,,,,5,,,,
05/16/2017,9,10,5,5,10,5,5,5,5,10,5,5
05/16/2017,10,25,55,60,45,25,10,40,45,15,50,45
05/16/2017,11,70,65,80,55,60,15,40,40,30,65,55
05/16/2017,12,40,60,90,80,45,20,30,30,40,60,50
05/16/2017,13,65,70,60,60,65,25,20,35,45,50,40
05/16/2017,14,35,75,90,40,70,15,45,50,55,65,60
05/16/2017,15,30,65,110,30,45,30,30,30,,45,30
05/16/2017,16,40,65,50,50,45,25,20,35,35,55,35
05/16/2017,17,35,70,80,30,60,25,,30,40,40,35
05/16/2017,18,20,75,100,105,90,15,25,15,15,60,15
05/16/2017,19,25,60,50,40,40,15,35,40,35,75,25
05/16/2017,20,25,50,60,55,20,10,25,40,15,40,20
05/16/2017,21,5,30,40,5,10,5,5,5,5,5,5
05/16/2017,22,5,15,40,40,5,5,5,5,5,5,5
05/17/2017,9,5,15,60,10,5,5,,5,10,5,5
05/17/2017,10,20,70,60,50,30,10,40,20,15,40,20
05/17/2017,11,45,50,70,70,50,10,30,40,35,50,45
05/17/2017,12,40,65,70,55,50,25,15,30,35,70,35
05/17/2017,13,75,70,105,60,85,10,30,40,40,55,40
05/17/2017,14,45,60,80,65,60,25,35,50,45,40,50
05/17/2017,15,30,55,50,70,55,15,30,25,45,40,20
05/17/2017,16,45,80,60,70,60,10,35,40,45,45,35
05/17/2017,17,30,70,80,,50,20,35,25,40,70,50
05/17/2017,18,25,65,90,70,65,15,35,35,45,55,30
05/17/2017,19,30,65,80,95,50,15,35,35,35,40,25
05/17/2017,20,30,65,50,75,35,15,30,30,25,80,25
05/17/2017,21,5,10,20,45,35,10,5,10,10,5,5
05/17/2017,22,15,45,50,70,40,5,15,25,10,30,10
05/17/2017,23,10,30,30,35,,5,20,20,15,,10
05/18/2017,8,,,,10,,,,,,,
05/18/2017,9,5,5,30,10,5,5,5,5,10,5,10
05/18/2017,10,30,60,60,45,20,10,30,15,30,65,25
05/18/2017,11,40,75,70,60,30,10,30,30,30,45,
05/18/2017,12,75,55,60,55,40,20,35,40,35,80,35
05/18/2017,13,50,50,70,50,45,25,35,35,35,45,
05/18/2017,14,50,70,100,70,65,20,30,35,40,40,50
05/18/2017,15,45,60,90,45,45,30,30,30,40,40,30
05/18/2017,16,25,50,60,35,50,20,20,30,45,35,20
05/18/2017,17,30,70,90,45,85,20,25,30,25,35,20
05/18/2017,18,30,65,60,60,75,20,30,35,25,45,20
05/18/2017,19,35,65,60,45,45,15,20,30,25,35,20
05/18/2017,20,30,55,70,45,50,5,25,25,30,45,15
05/18/2017,21,5,25,30,10,5,5,5,10,10,5,10
05/19/2017,7,5,5,30,10,,5,5,,,,
05/19/2017,8,5,10,30,15,,5,5,,,,
05/19/2017,9,5,35,45,20,5,5,20,5,15,5,
05/19/2017,10,30,60,60,65,40,10,35,35,30,15,45
05/19/2017,11,45,55,115,85,70,10,35,45,40,50,45
05/19/2017,12,60,90,120,70,55,30,35,45,30,35,40
05/19/2017,13,70,60,120,70,55,60,45,50,40,50,55
05/19/2017,14,35,80,60,75,70,15,40,50,50,75,45
05/19/2017,15,55,50,80,70,40,30,30,30,45,30,35
05/19/2017,16,40,75,110,60,60,15,25,50,40,40,
05/19/2017,17,45,70,100,60,70,25,35,45,35,55,
05/19/2017,18,35,70,70,,55,45,,35,45,60,25
05/19/2017,19,35,60,60,105,55,55,35,35,30,30,25
05/19/2017,20,35,55,80,60,30,15,30,30,25,35,15
05/19/2017,21,5,20,20,30,,5,10,15,10,5,10
05/19/2017,22,10,60,50,50,,5,5,30,5,5,10
05/20/2017,9,5,15,30,10,10,15,10,5,10,5,10
05/20/2017,10,35,65,65,45,35,15,25,10,15,25,10
05/20/2017,11,75,50,100,70,40,15,35,40,35,60,60
05/20/2017,12,50,70,60,70,70,40,35,40,35,45,35
05/20/2017,13,55,65,80,85,60,30,40,40,45,45,50
05/20/2017,14,55,80,90,85,85,50,,50,45,60,65
05/20/2017,15,55,70,100,85,65,50,40,35,40,40,55
05/20/2017,16,55,85,120,70,105,30,35,55,60,60,65
05/20/2017,17,60,80,90,80,95,65,40,55,35,60,40
05/20/2017,18,50,70,105,90,75,20,50,65,60,80,50
05/20/2017,19,55,70,80,75,75,45,40,40,35,40,50
05/20/2017,20,50,75,110,70,65,35,35,70,35,50,40
05/20/2017,21,30,50,100,70,30,15,20,20,30,15,20
05/20/2017,22,15,55,40,65,55,10,25,35,30,15,20
05/21/2017,9,5,15,30,10,5,5,10,10,10,10,10
05/21/2017,10,15,55,75,35,10,10,35,20,30,20,10
05/21/2017,11,60,70,,80,90,30,30,50,30,50,25
05/21/2017,12,55,55,75,60,50,20,30,40,40,70,60
05/21/2017,13,25,50,90,35,70,20,30,40,40,50,35
05/21/2017,14,45,60,120,55,50,20,35,45,45,35,45
05/21/2017,15,35,65,140,45,,30,35,45,35,50,30
05/21/2017,16,30,65,60,60,,25,30,35,40,40,50
05/21/2017,17,30,65,90,45,90,10,30,35,45,40,40
05/21/2017,18,25,70,110,40,60,10,30,35,15,40,25
05/21/2017,19,45,50,70,40,45,10,20,30,20,35,20
05/21/2017,20,35,60,60,70,35,10,20,25,15,35,20
05/21/2017,21,10,30,20,20,10,5,15,10,10,10,10
05/21/2017,22,10,45,40,50,25,5,5,15,10,5,10
05/22/2017,9,5,10,30,10,10,5,5,10,10,10,
05/22/2017,10,35,65,60,35,10,10,30,15,20,35,25
05/22/2017,11,65,60,100,70,50,10,35,45,35,65,50
05/22/2017,12,60,55,110,60,110,30,30,40,45,75,70
05/22/2017,13,40,55,70,50,95,30,40,55,40,60,60
05/22/2017,14,80,65,70,55,90,35,30,35,45,60,45
05/22/2017,15,70,75,,85,,20,40,,40,,55
05/22/2017,16,30,65,120,95,55,40,30,10,40,50,40
05/22/2017,17,55,55,70,60,80,20,35,55,35,50,45
05/22/2017,18,50,75,40,75,75,15,,50,30,50,45
05/22/2017,19,45,75,90,65,60,15,40,45,20,60,45
05/22/2017,20,40,75,,70,,10,20,,30,,20
05/22/2017,21,5,25,75,25,5,5,10,5,10,5,5
05/22/2017,22,20,35,30,30,5,10,10,5,10,5,5
05/22/2017,23,5,25,50,20,5,5,5,5,10,5,5
05/23/2017,9,15,40,45,20,5,5,10,10,10,15,10
05/23/2017,10,50,75,75,60,30,5,,30,25,40,55
05/23/2017,11,55,70,100,65,65,25,40,55,35,65,55
05/23/2017,12,35,65,110,90,60,25,20,45,45,55,35
05/23/2017,13,35,70,100,55,70,25,35,60,35,50,35
05/23/2017,14,40,90,60,70,65,25,35,60,40,70,35
05/23/2017,15,50,65,80,65,55,35,30,30,30,40,35
05/23/2017,16,40,75,,80,65,25,45,50,40,55,45
05/23/2017,17,55,85,,45,,50,45,,45,,55
05/23/2017,18,30,90,120,80,50,45,40,40,45,35,55
05/23/2017,19,30,80,,65,70,20,40,50,15,55,40
05/23/2017,20,55,70,120,50,55,30,20,50,15,50,25
05/23/2017,21,15,30,30,55,40,5,10,10,10,5,5
05/23/2017,22,5,40,40,35,10,10,5,10,10,10,5
05/23/2017,24,15,35,60,35,,10,15,10,,,10
05/24/2017,9,5,5,60,10,5,5,10,5,10,5,5
05/24/2017,10,30,65,60,55,35,5,30,35,30,35,40
05/24/2017,11,65,65,60,75,55,10,35,45,,75,40
05/24/2017,12,45,45,80,75,60,15,30,55,35,65,30
05/24/2017,13,40,75,80,55,80,15,,50,,60,35
05/24/2017,14,45,70,80,55,55,25,40,35,50,40,35
05/24/2017,15,30,55,80,35,40,10,20,30,35,30,20
05/24/2017,16,55,85,,65,,15,35,,40,,45
05/24/2017,17,40,70,,45,20,25,30,15,35,10,20
05/24/2017,18,40,55,80,45,35,15,25,35,20,30,15
05/24/2017,19,20,85,80,45,25,5,35,35,20,45,10
05/24/2017,20,40,55,90,35,40,10,,35,30,30,10
05/24/2017,21,10,25,60,25,5,5,5,15,10,5,
05/24/2017,22,40,60,60,70,55,5,30,45,15,60,
05/24/2017,23,15,25,60,40,,10,20,20,,,
05/25/2017,9,5,35,30,10,5,5,5,5,10,15,5
05/25/2017,10,40,75,95,70,25,10,35,30,15,40,30
05/25/2017,11,45,65,60,60,50,15,35,50,35,50,25
05/25/2017,12,50,65,90,55,75,20,35,55,40,70,55
05/25/2017,13,40,70,120,75,80,30,40,55,50,65,55
05/25/2017,14,55,75,130,75,80,40,45,65,55,105,65
05/25/2017,15,35,55,120,70,80,35,35,45,45,65,35
05/25/2017,16,50,75,120,70,70,25,35,60,45,65,40
05/25/2017,17,30,85,140,65,,45,30,65,40,65,35
05/25/2017,18,50,65,140,80,,15,20,85,35,75,55
05/25/2017,19,55,70,120,75,85,30,35,30,45,75,35
05/25/2017,20,60,75,50,85,70,10,35,60,40,35,40
05/25/2017,21,60,35,70,20,25,5,10,15,15,10,10
05/25/2017,22,20,60,80,65,50,10,20,45,13,15,15
05/25/2017,23,5,20,80,40,20,5,10,10,10,5,5
05/26/2017,8,5,5,30,20,,5,10,,,,
05/26/2017,9,10,30,85,25,,15,25,10,25,5,
05/26/2017,10,45,70,85,,,15,30,50,25,70,55
05/26/2017,11,60,70,90,110,,15,40,75,40,50,50
05/26/2017,12,40,75,120,105,85,40,40,60,40,55,45
05/26/2017,13,55,65,130,110,180,10,40,50,40,65,45
05/26/2017,14,80,70,110,105,80,35,35,55,45,70,55
05/26/2017,15,35,55,90,125,75,40,35,45,30,50,50
05/26/2017,16,35,60,100,75,120,25,35,50,30,55,50
05/26/2017,17,40,75,130,60,90,40,40,55,45,70,45
05/26/2017,18,55,75,120,,65,25,45,60,30,40,35
05/26/2017,19,45,65,75,50,105,25,25,60,35,35,30
05/26/2017,20,35,55,60,100,55,25,35,45,35,35,40
05/26/2017,21,45,10,80,105,55,10,15,15,20,5,5
05/26/2017,22,40,70,60,95,60,10,20,40,25,20,20
05/27/2017,8,5,,60,10,10,5,10,10,10,5,10
05/27/2017,9,10,40,60,20,15,10,20,10,10,10,5
05/27/2017,10,30,85,60,85,45,15,25,35,25,40,25
05/27/2017,11,55,75,90,90,70,25,40,45,50,50,40
05/27/2017,12,50,70,120,115,75,40,30,65,45,80,55
05/27/2017,13,55,60,150,95,105,30,45,75,45,80,45
05/27/2017,14,45,75,120,85,90,40,35,50,40,40,50
05/27/2017,15,40,75,50,110,85,45,35,40,30,40,45
05/27/2017,16,50,75,90,105,105,35,40,75,45,45,50
05/27/2017,17,30,85,150,80,90,50,35,50,50,50,60
05/27/2017,18,65,65,170,115,90,55,45,70,55,95,45
05/27/2017,19,75,65,140,110,110,35,45,70,50,35,70
05/27/2017,20,45,110,60,145,65,45,40,55,45,40,25
05/27/2017,21,15,30,90,70,40,35,20,20,25,10,25
05/27/2017,22,60,95,50,70,65,15,30,40,35,30,20
05/27/2017,23,25,40,70,75,25,15,10,20,20,15,25
05/28/2017,9,10,20,30,20,,5,10,10,10,15,10
05/28/2017,10,40,75,90,60,,10,30,35,30,60,15
05/28/2017,11,45,80,90,85,55,20,30,35,35,60,35
05/28/2017,12,65,70,160,95,85,25,50,60,40,50,55
05/28/2017,13,60,80,160,,80,40,40,60,50,70,60
05/28/2017,14,90,85,90,105,105,40,55,70,55,75,50
05/28/2017,15,50,80,60,120,110,40,35,45,40,70,65
05/28/2017,16,90,70,100,130,115,30,40,45,40,40,40
05/28/2017,17,65,80,110,120,80,45,40,45,45,45,50
05/28/2017,18,45,80,100,95,110,35,35,70,40,65,50
05/28/2017,19,45,80,90,125,90,35,40,55,35,50,50
05/28/2017,20,50,,100,105,70,25,50,50,35,55,35
05/28/2017,21,25,45,140,70,45,15,15,35,15,15,15
05/28/2017,22,40,60,110,105,60,15,20,50,35,35,30
05/29/2017,9,10,,30,15,10,5,5,5,10,15,10
05/29/2017,10,25,70,85,45,40,10,30,15,20,30,30
05/29/2017,11,40,65,90,85,55,30,35,60,30,75,50
05/29/2017,12,45,65,90,65,60,15,35,45,40,60,25
05/29/2017,13,40,75,90,60,75,25,45,40,45,60,35
05/29/2017,14,50,80,100,80,75,25,30,40,45,65,50
05/29/2017,15,40,65,110,65,60,30,25,35,35,45,35
05/29/2017,16,40,55,100,,55,20,30,40,35,50,50
05/29/2017,17,40,60,80,,50,30,15,45,25,35,35
05/29/2017,18,25,85,80,,60,15,30,55,,40,30
05/29/2017,19,55,70,70,90,55,15,30,35,30,60,30
05/29/2017,20,30,60,90,90,70,10,35,45,25,50,
05/29/2017,21,10,40,20,65,15,5,15,10,10,10,5
05/29/2017,22,25,60,30,50,30,5,15,45,15,25,10
05/29/2017,23,15,20,60,35,5,5,10,10,15,5,5
05/30/2017,9,10,40,60,10,5,5,10,5,5,15,5
05/30/2017,10,50,85,90,90,,20,45,40,40,75,40
05/30/2017,11,55,65,100,80,,35,50,50,55,70,50
05/30/2017,12,75,90,100,95,120,40,45,55,45,110,55
05/30/2017,13,45,85,90,125,125,30,45,70,55,75,55
05/30/2017,14,80,95,120,145,160,40,40,55,65,80,70
05/30/2017,15,85,85,130,120,120,55,35,45,40,60,55
05/30/2017,16,70,70,140,75,45,30,35,55,60,65,75
05/30/2017,17,55,75,80,70,100,35,40,45,35,45,40
05/30/2017,18,,75,70,80,100,45,40,60,45,60,25
05/30/2017,19,60,75,120,80,70,20,30,50,30,50,30
05/30/2017,20,50,80,130,85,,40,40,35,40,40,30
05/30/2017,21,55,60,,90,,10,15,,10,,15
05/30/2017,22,25,45,,45,,5,15,,10,,5
05/30/2017,24,5,30,20,35,,5,20,10,30,,5
05/31/2017,9,10,55,30,15,5,5,10,5,10,5,5
05/31/2017,10,30,90,80,95,65,15,30,45,35,50,40
05/31/2017,11,60,85,80,95,65,25,40,45,40,60,50
05/31/2017,12,50,70,100,105,105,30,45,60,45,75,55
05/31/2017,13,50,65,105,55,90,45,50,65,40,60,65
05/31/2017,14,50,70,,95,85,25,50,55,65,65,55
05/31/2017,15,45,75,,115,105,40,35,55,30,40,40
05/31/2017,16,60,85,,125,110,30,35,60,,70,50
05/31/2017,17,30,80,,,80,35,45,50,50,50,40
05/31/2017,18,40,95,,,,10,35,,60,,55
05/31/2017,19,75,80,140,105,70,25,35,60,35,,25
05/31/2017,20,45,70,,140,65,25,25,60,55,45,45
05/31/2017,21,30,50,,120,40,5,,25,15,25,25
05/31/2017,22,45,75,140,90,60,10,25,45,30,40,20
05/31/2017,23,35,45,140,65,50,10,30,45,30,60,15
06/01/2017,9,10,5,45,10,,5,10,5,,5,5
06/01/2017,10,25,70,105,55,45,10,30,25,20,60,5
06/01/2017,11,45,65,105,65,60,10,40,45,40,90,40
06/01/2017,12,45,,80,50,80,30,40,50,55,55,55
06/01/2017,13,40,90,80,120,115,35,35,50,45,45,50
06/01/2017,14,55,75,120,75,65,25,40,45,55,80,65
06/01/2017,15,45,70,120,80,80,40,40,35,35,55,35
06/01/2017,16,45,75,80,70,70,35,35,40,30,55,90
06/01/2017,17,35,65,70,75,90,30,25,45,40,60,35
06/01/2017,18,45,70,105,85,70,20,,50,45,50,45
06/01/2017,19,40,60,110,80,40,25,30,35,35,40,30
06/01/2017,20,55,65,50,50,55,,35,45,40,30,30
06/01/2017,21,10,45,70,40,25,,10,15,15,10,10
06/01/2017,22,15,50,60,50,25,,15,20,10,10,10
06/01/2017,23,5,15,60,10,5,,10,10,10,10,5
06/02/2017,7,5,5,30,10,,5,,,,,
06/02/2017,8,5,5,30,10,,5,5,,,,
06/02/2017,9,10,50,70,40,5,10,30,5,10,5,5
06/02/2017,10,30,70,70,65,60,10,40,50,20,60,30
06/02/2017,11,40,90,80,70,45,25,45,45,40,60,50
06/02/2017,12,50,75,100,105,80,15,40,60,35,80,50
06/02/2017,13,50,75,130,105,105,40,50,,55,65,35
06/02/2017,14,50,80,130,125,105,30,45,,65,45,40
06/02/2017,15,60,90,90,120,75,50,40,,45,50,50
06/02/2017,16,45,70,100,135,110,25,35,,45,45,55
06/02/2017,17,55,105,,95,,25,60,,60,,50
06/02/2017,18,40,85,75,90,35,10,35,25,20,10,30
06/02/2017,19,35,75,70,90,45,10,30,60,35,50,20
06/02/2017,20,25,55,70,55,45,10,30,40,40,35,10
06/02/2017,21,10,35,,30,15,10,10,15,10,10,10
06/02/2017,22,20,60,,65,35,10,20,30,15,25,10
06/03/2017,7,5,5,30,10,5,5,5,5,10,5,
06/03/2017,8,5,20,60,,5,5,10,10,10,10,5
06/03/2017,9,5,45,60,15,10,10,25,15,10,10,5
06/03/2017,10,30,80,40,70,40,15,30,40,30,35,20
06/03/2017,11,55,60,95,115,90,25,50,60,45,80,50
06/03/2017,12,45,55,130,105,85,50,45,50,40,60,60
06/03/2017,13,55,75,120,105,70,35,35,60,45,55,45
06/03/2017,14,40,70,110,125,110,55,40,65,45,65,70
06/03/2017,15,60,70,120,105,85,55,40,50,40,50,50
06/03/2017,16,70,90,110,,105,35,60,55,50,45,65
06/03/2017,17,45,75,150,95,90,50,50,55,50,65,45
06/03/2017,18,45,70,,80,,45,35,,45,,45
06/03/2017,19,50,115,,,,15,45,,50,,30
06/03/2017,20,70,105,110,70,30,40,50,15,45,,45
06/03/2017,21,10,,40,90,15,15,10,10,15,10,10
06/03/2017,22,15,40,,35,5,10,10,10,10,10,10
06/03/2017,23,5,15,30,20,5,10,10,5,10,5,5
06/04/2017,9,5,10,60,10,5,5,10,,10,10,10
06/04/2017,10,30,70,,75,40,10,30,,25,45,10
06/04/2017,11,50,70,,75,45,35,,70,40,50,40
06/04/2017,12,50,75,90,115,90,30,25,60,30,50,40
06/04/2017,13,60,95,120,105,80,45,45,65,45,60,35
06/04/2017,14,50,75,120,70,80,45,50,65,55,75,60
06/04/2017,15,30,70,120,85,65,45,45,45,45,30,30
06/04/2017,16,65,70,160,75,80,25,20,60,40,65,40
06/04/2017,17,35,55,160,80,85,50,35,60,35,45,50
06/04/2017,18,35,75,40,90,70,20,30,45,25,45,35
06/04/2017,19,40,65,120,,50,20,30,45,35,40,30
06/04/2017,20,50,70,130,,45,15,30,35,25,40,25
06/04/2017,21,15,20,30,70,15,5,,,10,5,5
06/05/2017,9,10,30,75,20,10,5,15,10,10,10,
06/05/2017,10,45,50,75,55,25,10,30,25,15,60,15
06/05/2017,11,45,70,75,65,60,25,40,50,35,60,35
06/05/2017,12,60,80,110,105,80,30,60,75,45,,50
06/05/2017,13,60,85,130,85,105,30,35,70,50,65,55
06/05/2017,14,50,75,130,105,105,45,45,70,65,75,65
06/05/2017,15,55,70,130,145,90,35,45,60,55,60,75
06/05/2017,16,75,90,120,125,85,35,50,,65,90,
06/05/2017,17,55,95,130,105,95,40,,,70,75,40
06/05/2017,18,65,90,100,95,115,45,35,55,55,80,55
06/05/2017,19,50,80,100,90,70,25,40,85,80,105,75
06/05/2017,20,65,95,110,95,75,30,40,65,50,55,75
06/05/2017,21,10,45,60,20,15,5,15,35,15,10,5
06/05/2017,22,25,80,40,65,50,5,10,35,15,25,25
06/05/2017,23,5,15,40,15,5,5,5,5,10,5,5
06/06/2017,8,,,,10,,,,,,,
06/06/2017,9,10,5,30,15,5,5,20,5,5,5,5
06/06/2017,10,45,70,60,105,40,10,35,25,40,40,30
06/06/2017,11,45,75,100,90,85,25,40,,50,60,50
06/06/2017,12,45,80,120,115,80,35,45,40,55,85,50
06/06/2017,13,65,80,140,130,80,20,35,80,60,65,50
06/06/2017,14,70,80,,145,,45,45,,80,,70
06/06/2017,15,65,95,,145,55,40,,20,85,40,55
06/06/2017,16,30,75,130,70,60,15,30,75,40,80,25
06/06/2017,17,45,90,,70,70,20,30,45,50,60,45
06/06/2017,18,40,90,80,80,50,10,30,60,40,40,40
06/06/2017,19,55,70,145,65,50,10,25,50,30,55,25
06/06/2017,20,40,65,140,65,,10,35,45,20,60,25
06/06/2017,21,5,50,50,40,,10,10,55,10,10,5
06/06/2017,22,10,60,40,65,,5,15,40,10,10,5
06/06/2017,24,10,40,60,40,,5,10,15,10,,10
06/06/2017,25,5,,20,,,5,,,,,
06/07/2017,9,15,25,30,10,5,5,5,5,5,5,5
06/07/2017,10,55,65,80,105,45,15,30,45,25,65,20
06/07/2017,11,60,95,,115,,30,55,,55,,75
06/07/2017,12,65,105,90,,40,45,40,30,60,30,70
06/07/2017,13,55,105,40,60,55,30,,60,50,50,45
06/07/2017,14,70,95,80,150,35,30,45,35,70,70,50
06/07/2017,15,60,75,100,,90,30,40,60,45,60,50
06/07/2017,16,50,65,130,,40,25,,45,45,45,45
06/07/2017,17,60,75,120,90,70,30,30,,40,75,45
06/07/2017,18,55,90,110,150,85,30,40,,55,65,50
06/07/2017,19,50,75,100,140,55,25,30,85,40,80,30
06/07/2017,20,45,50,85,130,75,25,35,70,45,65,30
06/07/2017,21,20,35,90,85,25,10,20,30,13,10,10
06/07/2017,22,40,85,100,105,70,10,30,80,35,40,30
06/07/2017,23,20,90,70,90,25,10,25,30,10,25,10
06/08/2017,9,10,20,,10,5,5,5,5,5,5,5
06/08/2017,10,35,50,75,30,20,10,40,40,35,45,25
06/08/2017,11,30,45,,70,45,10,45,45,40,65,55
06/08/2017,12,55,95,105,95,55,30,35,20,35,70,35
06/08/2017,13,65,105,100,130,55,20,60,55,60,,55
06/08/2017,14,55,65,120,150,85,30,35,55,35,75,35
06/08/2017,15,40,80,120,75,60,35,35,50,50,55,45
06/08/2017,16,45,85,140,120,90,25,25,65,50,70,50
06/08/2017,17,30,65,170,110,85,30,35,55,45,75,
06/08/2017,18,45,90,170,,80,55,45,75,50,65,45
06/08/2017,19,50,70,100,,80,25,35,70,45,75,35
06/08/2017,20,35,60,120,140,75,30,30,55,40,55,40
06/08/2017,21,15,30,110,90,20,,10,35,13,10,10
06/08/2017,22,45,60,90,85,50,,25,50,10,25,10
06/09/2017,8,5,5,30,10,5,5,5,5,10,5,
06/09/2017,9,25,30,105,45,5,10,30,5,20,15,5
06/09/2017,10,35,55,105,65,,10,35,55,30,45,40
06/09/2017,11,55,90,110,105,85,20,50,60,30,110,
06/09/2017,12,60,65,100,135,110,25,20,50,45,90,30
06/09/2017,13,55,75,120,120,115,35,30,70,50,80,
06/09/2017,14,55,70,130,110,120,30,35,60,50,70,55
06/09/2017,15,45,65,120,70,65,20,35,40,40,40,45
06/09/2017,16,40,70,90,95,90,35,30,50,40,85,
06/09/2017,17,30,80,130,115,40,25,35,50,40,60,30
06/09/2017,18,45,80,160,80,95,25,35,45,45,45,
06/09/2017,19,35,75,130,105,105,25,30,60,45,45,35
06/09/2017,20,60,60,60,75,70,20,30,50,25,55,45
06/09/2017,21,15,45,50,55,40,10,20,20,15,5,10
06/10/2017,9,5,30,50,10,5,5,15,,10,5,10
06/10/2017,10,25,50,75,50,10,10,20,,25,55,60
06/10/2017,11,35,40,60,65,55,10,30,,40,40,45
06/10/2017,12,35,60,70,70,75,15,35,,30,35,30
06/10/2017,13,30,35,70,60,120,10,45,,45,50,45
06/10/2017,14,55,70,,65,85,30,30,15,45,60,25
06/10/2017,15,45,55,110,75,20,30,30,20,50,20,25
06/10/2017,16,30,55,60,80,20,10,25,30,15,35,5
06/10/2017,17,35,50,110,70,25,10,35,50,30,40,25
06/10/2017,18,45,55,120,50,50,15,25,45,20,40,10
06/10/2017,19,25,55,100,85,35,15,45,40,25,35,20
06/10/2017,20,25,90,90,85,30,10,35,40,25,50,5
06/10/2017,21,10,30,20,20,15,5,15,15,15,15,5
06/10/2017,22,10,30,50,60,10,5,10,10,10,5,5
06/11/2017,8,,5,5,,,,5,,,,
06/11/2017,9,10,40,5,15,,5,10,10,10,20,5
06/11/2017,10,30,55,60,55,40,10,25,20,25,45,30
06/11/2017,11,40,50,75,60,55,10,30,40,25,60,25
06/11/2017,12,45,50,70,55,65,15,45,45,30,55,30
06/11/2017,13,40,60,90,40,75,15,40,60,30,50,70
06/11/2017,14,55,60,100,65,65,15,35,30,50,50,15
06/11/2017,15,35,45,90,50,45,20,30,30,30,45,35
06/11/2017,16,55,80,,80,,20,40,,45,,60
06/11/2017,17,25,95,,70,30,15,30,15,30,,30
06/11/2017,18,40,70,80,70,70,10,25,30,10,35,5
06/11/2017,19,25,70,90,45,55,10,20,45,10,40,15
06/11/2017,20,15,55,110,40,30,5,25,15,20,25,10
06/11/2017,21,10,20,20,35,10,10,10,10,10,5,5
06/12/2017,9,5,15,75,10,10,5,5,10,10,10,5
06/12/2017,10,35,70,75,55,35,5,25,30,15,50,25
06/12/2017,11,45,65,70,80,45,20,35,45,35,45,60
06/12/2017,12,45,70,90,90,70,45,45,70,45,55,55
06/12/2017,13,50,75,110,95,85,50,50,50,55,70,65
06/12/2017,14,60,80,130,105,85,75,45,50,65,60,60
06/12/2017,15,70,85,120,95,80,40,40,40,40,50,35
06/12/2017,16,65,70,110,,75,40,35,55,60,65,55
06/12/2017,17,45,90,,140,,45,70,,50,,80
06/12/2017,18,65,105,,140,,60,,,65,,40
06/12/2017,19,45,80,140,105,50,20,35,35,25,55,20
06/12/2017,20,40,80,90,80,70,15,25,50,30,65,
06/12/2017,21,15,50,70,45,20,10,15,10,15,10,10
06/12/2017,22,15,40,40,45,30,10,10,20,10,15,10
06/13/2017,8,,,,,,,,,10,,
06/13/2017,9,10,25,30,15,5,5,5,5,10,5,5
06/13/2017,10,40,70,75,65,,10,25,45,60,75,20
06/13/2017,11,35,70,80,95,65,20,35,60,35,60,50
06/13/2017,12,45,70,80,110,80,10,40,45,45,55,45
06/13/2017,13,45,80,110,105,,25,30,75,40,75,50
06/13/2017,14,45,60,130,145,,25,40,70,50,70,70
06/13/2017,15,75,90,,155,,25,45,,60,,55
06/13/2017,16,30,70,90,105,80,25,30,50,30,50,25
06/13/2017,17,40,75,80,60,95,20,35,70,60,80,50
06/13/2017,18,35,80,90,75,90,10,30,45,45,60,
06/13/2017,19,50,85,110,80,80,15,40,55,60,60,45
06/13/2017,20,40,70,100,115,55,20,15,40,30,65,25
06/13/2017,21,25,25,40,25,40,5,5,15,10,10,10
06/13/2017,22,5,65,40,85,25,5,10,50,15,10,10
06/13/2017,24,10,50,70,25,,5,20,10,25,,10
06/14/2017,9,5,30,30,10,5,5,,10,10,10,
06/14/2017,10,35,75,80,80,40,10,,25,30,80,
06/14/2017,11,60,70,105,65,60,10,,45,45,65,70
06/14/2017,12,30,70,120,105,55,25,,40,40,65,30
06/14/2017,13,50,65,120,110,75,20,,60,40,50,35
06/14/2017,14,50,80,90,135,95,35,15,60,60,65,75
06/14/2017,15,25,70,90,125,75,20,40,35,65,60,30
06/14/2017,16,50,55,100,55,75,25,35,50,60,55,15
06/14/2017,17,35,70,140,60,50,25,25,55,65,55,35
06/14/2017,18,50,75,120,65,75,30,35,50,45,70,25
06/14/2017,19,50,80,90,95,65,15,35,40,50,35,30
06/14/2017,20,50,60,90,75,55,30,25,40,40,45,30
06/14/2017,21,5,55,100,30,70,10,20,25,25,45,25
06/14/2017,22,30,75,40,85,65,10,30,45,30,35,35
06/14/2017,23,25,50,60,25,30,15,20,30,15,20,20
06/15/2017,8,5,5,30,10,5,5,5,5,10,5,
06/15/2017,9,5,25,60,25,5,5,5,5,10,15,10
06/15/2017,10,30,75,60,65,40,10,35,25,15,50,20
06/15/2017,11,45,55,90,75,70,10,35,35,30,60,25
06/15/2017,12,30,75,100,70,55,15,40,60,40,35,20
06/15/2017,13,40,40,90,70,75,20,30,40,40,65,
06/15/2017,14,35,55,110,70,85,25,25,35,35,30,25
