"R0000100","R0536300","R0536401","R0536402","R1235800","R1482600","S2011600","S2261100","S2987800"
7183,2,3,1982,0,1,-4,3,2
7184,1,4,1984,0,1,8000,3,3
7185,2,4,1984,0,2,-5,-5,-5
7186,1,6,1981,0,1,-4,3,6
7187,2,10,1980,0,2,-4,3,4
7188,2,6,1980,0,1,-4,3,6
7189,2,8,1982,0,2,-5,-5,-5
7190,1,11,1980,0,2,-4,4,2
7191,1,2,1980,0,2,-4,3,1
7192,2,2,1980,0,2,-4,3,4
7193,1,5,1980,0,2,-4,3,3
7194,2,4,1981,0,2,-4,3,5
7195,1,4,1983,0,2,-41460,3,7
7196,1,3,1980,0,2,-5,-5,-5
7197,1,2,1981,0,2,-4,3,2
7198,2,8,1982,0,2,-4,3,1
7199,2,2,1984,0,2,-4,3,2
7200,2,5,1981,0,2,-4,3,2
7201,1,5,1981,0,2,-4,3,2
7202,1,10,1983,0,2,-3,3,2
7203,1,12,1984,0,2,-4,1,-1
7204,2,5,1980,0,2,-4,3,6
7205,1,1,1982,0,2,-4,3,6
7206,1,6,1982,0,2,-4,4,2
7207,1,3,1981,0,2,-5,-5,-5
7208,2,10,1982,0,2,-4,3,6
7209,1,9,1984,0,2,-4,3,5
7210,1,2,1982,0,2,-4,3,6
7211,2,8,1981,0,2,-4,3,3
7212,1,4,1983,0,2,2500,3,6
7213,2,11,1982,0,2,1000,3,2
7214,1,3,1984,0,2,-4,1,4
7215,2,7,1983,0,1,6100,3,2
7216,1,8,1983,0,1,2500,3,2
7217,2,4,1981,0,1,-4,3,5
7218,2,8,1980,0,1,-4,3,6
7219,1,8,1980,0,1,-4,3,2
7220,1,9,1983,0,2,7000,2,2
7221,1,2,1983,0,1,2500,3,6
7222,1,6,1980,0,2,-5,-5,-5
7223,1,11,1982,0,2,-4,3,6
7224,1,12,1981,0,1,-4,3,7
7225,1,10,1980,0,2,-4,5,5
7226,2,3,1984,0,2,-4500,3,2
7227,1,11,1980,0,2,-4,1,7
7228,1,5,1982,0,2,-4,3,1
7229,1,4,1983,0,2,-5,-5,-5
7230,2,4,1980,0,1,-4,1,1
7231,1,4,1980,0,1,-4,1,1
7232,2,6,1981,0,1,-4,1,1
7233,1,10,1982,0,1,2500,1,1
7234,1,7,1984,0,1,-4,1,2
7235,2,11,1984,0,1,2700,3,4
7236,2,5,1983,0,1,2500,2,4
7237,2,8,1981,0,2,-4,3,6
7238,1,11,1980,0,2,-5,-5,-5
7239,1,2,1981,0,2,-4,3,4
7240,2,10,1980,0,2,-4,1,3
7241,2,8,1983,0,2,2500,3,3
7242,1,3,1981,0,2,-4,3,2
7243,2,2,1981,0,2,-4,3,4
7244,2,6,1984,0,2,-4,1,2
7245,1,1,1980,0,1,-4,2,1
7246,1,9,1981,0,1,-4,3,2
7247,1,8,1984,0,1,-5,-5,-5
7248,1,7,1984,0,1,-4,2,1
7249,1,10,1980,0,1,-4,2,2
7250,1,11,1981,0,1,-15500,2,2
7251,1,11,1981,0,1,-4,2,2
7252,1,5,1984,0,1,-4,3,6
7253,1,8,1983,0,1,4000,3,1
7254,1,4,1980,0,2,-4,3,4
7255,1,2,1983,0,2,-5,-5,-5
7256,1,7,1980,0,1,-4,4,3
7257,1,12,1981,0,1,-4,3,1
7258,2,9,1982,0,1,-4,5,6
7259,1,4,1982,0,1,-4,3,3
7260,1,4,1980,0,2,-4,2,4
7261,1,6,1984,0,2,-4,3,2
7262,2,5,1984,0,2,37500,3,2
7263,2,6,1980,0,1,-4,1,5
7264,2,4,1981,0,1,-4,1,5
7265,1,8,1982,0,1,-4,1,2
7266,1,1,1983,0,1,75000,1,5
7267,1,8,1983,0,1,17500,1,2
7268,2,2,1982,0,1,-4,4,5
7269,2,9,1983,0,1,10000,3,5
7270,2,9,1983,0,1,40000,3,6
7271,1,11,1984,0,1,2500,3,4
7272,1,6,1983,0,1,27500,3,1
7273,2,9,1981,0,1,-4,3,5
7274,1,3,1982,0,1,-4,1,3
7275,2,2,1984,0,1,-4,3,6
7276,1,5,1982,0,1,-4,1,5
7277,1,9,1983,0,1,8000,1,1
7278,1,10,1983,0,1,3800,3,6
7279,2,10,1982,0,1,-4,3,3
7280,1,2,1982,0,1,-4,1,1
7281,2,1,1984,0,1,-4,3,5
7282,1,1,1981,0,1,-4,1,4
7283,1,12,1981,0,1,-4,1,2
7284,2,7,1980,0,2,-4,3,5
7285,1,5,1984,0,1,-4,3,5
7286,2,11,1983,0,1,8000,3,5
7287,1,10,1981,0,1,-4,1,3
7288,1,6,1984,0,1,-4,1,2
7289,1,6,1982,0,1,-4,3,3
7290,1,7,1982,0,1,-4,3,1
7291,2,7,1981,0,1,-4,3,3
7292,1,1,1981,0,1,-4,3,6
7293,2,6,1981,0,1,-4,3,7
7294,2,7,1984,0,1,-4,3,7
7295,2,10,1981,0,1,-5,-5,-5
7296,2,3,1982,0,1,-4,3,5
7297,1,5,1982,0,1,-4,1,4
7298,1,3,1982,0,1,-5,-5,-5
7299,1,9,1984,0,1,-4,3,3
7300,1,9,1982,0,1,-4,1,2
7301,2,9,1980,0,1,-4,3,3
7302,2,5,1984,0,1,-4,3,6
7303,2,6,1981,0,1,-4,3,4
7304,2,10,1981,0,1,-4,3,5
7305,2,2,1984,0,1,-4,3,5
7306,2,3,1982,0,1,-4,3,3
7307,1,1,1982,0,1,-4,4,3
7308,1,5,1981,0,1,-4,5,6
7309,1,7,1981,0,1,-4,3,3
7310,1,9,1980,0,1,-4,1,4
7311,1,7,1981,0,1,-4,3,5
7312,1,6,1984,0,1,-4,3,4
7313,2,6,1980,0,1,-4,3,4
7314,1,2,1984,0,1,-4,3,2
7315,1,5,1981,0,1,-4,1,5
7316,1,12,1983,0,1,2500,1,5
7317,2,10,1984,0,1,-4,1,1
7318,2,10,1980,0,1,-4,2,2
7319,2,12,1980,0,1,-4,1,4
7320,1,11,1981,0,1,-4,1,2
7321,2,2,1983,0,1,1400,3,3
7322,1,1,1983,0,1,175500,3,2
7323,1,5,1983,0,1,-3,3,5
7324,2,2,1981,0,1,-4,5,6
7325,1,6,1984,0,1,-4,3,2
7326,1,9,1982,0,1,-4,1,2
7327,2,9,1984,0,1,-4,2,6
7328,2,7,1981,0,1,-4,1,3
7329,2,8,1984,0,1,-4,3,1
7330,2,6,1982,0,1,-4,3,1
7331,1,6,1983,0,1,5700,3,5
7332,1,9,1981,0,1,-4,1,1
7333,2,6,1980,0,1,-4,3,7
7334,1,7,1981,0,1,-5,-5,-5
7335,1,4,1982,0,1,-4,3,7
7336,1,12,1983,0,1,-4,3,6
7337,1,8,1984,0,1,-4,3,3
7338,1,9,1982,0,1,-4,2,3
7339,1,6,1981,0,2,-5,-5,-5
7340,2,4,1981,0,2,-4,3,5
7341,2,2,1984,0,2,-4,3,5
7342,1,8,1982,0,1,-4,1,1
7343,1,1,1983,0,2,-4,3,1
7344,2,7,1984,0,2,-5,-5,-5
7345,1,8,1982,0,1,-4,2,1
7346,1,9,1980,0,2,-5,-5,-5
7347,1,10,1982,0,2,-5,-5,-5
7348,2,10,1982,0,2,-4,3,1
7349,1,6,1980,0,2,-4,2,5
7350,1,8,1981,0,2,-4,1,1
7351,2,4,1984,0,2,-4,3,3
7352,1,9,1983,0,1,-5,-5,-5
7353,1,7,1982,0,2,-5,-5,-5
7354,1,10,1980,0,2,-4,1,3
7355,1,7,1983,0,2,2500,2,1
7356,1,4,1982,0,2,-4,3,2
7357,2,3,1981,0,2,-4,3,3
7358,1,1,1984,0,2,-4,3,6
7359,2,1,1984,0,2,3000,1,2
7360,1,7,1980,0,2,-5,-5,-5
7361,1,10,1983,0,2,2500,1,4
7362,1,11,1980,0,2,-4,3,1
7363,1,12,1982,0,2,-4,3,6
7364,1,11,1982,0,2,-4,3,3
7365,2,1,1980,0,1,-4,3,6
7366,2,1,1981,0,1,-4,3,2
7367,2,4,1982,0,1,-4,3,2
7368,2,9,1981,0,1,-4,4,4
7369,1,8,1981,0,1,-4,3,3
7370,2,12,1982,0,1,2500,3,3
7371,2,3,1984,0,1,3150,3,2
7372,1,4,1983,0,1,17500,3,6
7373,2,6,1981,0,1,-4,3,5
7374,2,10,1983,0,1,2500,3,7
7375,1,2,1983,0,1,-7500,2,3
7376,1,9,1980,0,1,-4,3,5
7377,1,12,1981,0,1,-4,2,1
7378,2,6,1984,0,1,2500,3,4
7379,2,8,1980,0,1,-4,3,1
7380,2,9,1983,0,1,2500,3,2
7381,2,2,1981,0,1,-4,3,6
7382,2,8,1980,0,1,-4,3,2
7383,1,10,1981,0,1,-4,3,3
7384,2,9,1982,0,1,-4,3,6
7385,2,4,1980,0,1,-4,5,6
7386,1,5,1982,0,1,-4,3,2
7387,1,8,1981,0,1,-4,3,7
7388,2,7,1984,0,1,-4,3,4
7389,1,11,1983,0,1,-5,-5,-5
7390,2,11,1982,0,1,-4,3,6
7391,2,12,1981,0,1,-4,1,7
7392,2,9,1980,0,1,-4,3,2
7393,1,9,1980,0,1,-4,3,6
7394,1,10,1983,0,1,2520,3,6
7395,2,7,1984,0,1,-4,3,6
7396,1,10,1982,0,1,-4,3,1
7397,1,7,1984,0,1,-4,1,1
7398,1,7,1984,0,1,-4,1,2
7399,2,4,1981,0,1,-4,1,5
7400,2,4,1982,0,1,1700,1,4
7401,2,5,1984,0,1,-4,3,5
7402,1,4,1980,0,1,-4,3,2
7403,1,1,1984,0,1,-4,3,7
7404,2,1,1984,0,1,-4,1,4
7405,1,3,1980,0,1,-4,2,1
7406,2,9,1981,0,1,-4,2,2
7407,2,4,1984,0,1,-4,1,1
7408,2,2,1982,0,2,-4,3,5
7409,2,10,1982,0,1,-4,1,5
7410,2,9,1984,0,1,-4,1,2
7411,2,11,1984,0,1,-4,1,7
7412,1,5,1983,0,1,2000,3,4
7413,1,2,1980,0,2,-4,3,2
7414,2,9,1980,0,2,-4,4,1
7415,1,12,1982,0,2,-5,-5,-5
7416,1,8,1980,0,2,-4,1,6
7417,1,12,1983,0,2,-4,1,1
7418,1,5,1980,0,1,-4,3,2
7419,2,5,1982,0,1,-4,3,1
7420,2,2,1981,0,1,-4,3,1
7421,1,5,1982,0,1,-4,3,2
7422,2,3,1982,0,2,-4,3,3
7423,1,4,1983,0,2,2500,1,2
7424,1,6,1980,0,2,-4,1,1
7425,1,4,1984,0,2,2500,3,1
7426,1,8,1984,0,2,-4,2,1
7427,1,3,1982,0,2,-4,1,2
7428,1,5,1980,0,2,-4,3,7
7429,2,2,1984,0,2,-4,2,2
7430,1,4,1981,0,2,-5,-5,-5
7431,1,1,1982,0,2,-4,3,1
7432,2,10,1983,0,2,-2000,3,4
7433,1,10,1984,0,2,-3,3,2
7434,2,7,1980,0,2,-4,3,3
7435,1,7,1983,0,2,7200,3,5
7436,1,12,1981,0,2,-4,1,7
7437,2,5,1984,0,2,2500,3,5
7438,2,10,1980,0,2,-4,3,1
7439,1,8,1984,0,2,-4,1,1
7440,2,6,1980,0,2,-4,3,2
7441,1,12,1981,0,2,-5,-5,-5
7442,1,7,1981,0,2,-4,4,4
7443,2,1,1983,0,2,-3,3,3
7444,2,3,1983,0,2,-3,4,1
7445,2,7,1982,0,2,-4,3,6
7446,2,4,1984,0,2,2500,3,1
7447,1,2,1984,0,2,-4,3,2
7448,1,9,1980,0,1,-4,3,6
7449,1,4,1984,0,1,7500,3,1
7451,1,5,1980,0,2,-5,-5,-5
7452,2,11,1984,0,2,-4,3,4
7453,1,1,1983,0,2,-3,3,1
7454,2,3,1981,0,2,-4,3,7
7455,1,12,1982,0,2,-4,3,6
7456,2,1,1982,0,2,-4,3,6
7457,1,1,1982,0,2,-4,3,1
7458,1,2,1980,0,2,-4,1,1
7459,1,2,1983,0,2,-5,-5,-5
7460,2,12,1980,0,2,-4,3,2
7461,1,9,1980,0,2,-4,2,1
7462,1,3,1983,0,2,-4,3,1
7463,1,8,1980,0,2,-4,1,1
7464,1,4,1980,0,2,-4,3,6
7465,1,8,1983,0,2,-5,-5,-5
7466,1,2,1981,0,2,-4,3,4
7467,2,6,1982,0,2,-4,3,5
7468,2,5,1983,0,2,4650,3,6
7469,2,6,1981,0,2,-4,3,7
7470,2,7,1984,0,2,-3,3,6
7471,1,4,1981,0,2,-4,2,3
7472,1,3,1983,0,2,4863,1,4
7473,1,9,1981,0,2,-4,1,4
7474,1,4,1982,0,2,-5,-5,-5
7475,1,1,1984,0,2,-5,-5,-5
7476,1,3,1981,0,2,-4,3,5
7477,2,12,1983,0,2,-4,3,3
7478,2,7,1980,0,2,-4,3,3
7479,2,9,1982,0,2,-4,3,5
7480,2,8,1984,0,2,2500,3,2
7481,1,6,1983,0,2,9900,1,2
7482,2,11,1980,0,2,-4,1,8
7483,1,12,1982,0,2,6700,3,1
7484,1,10,1982,0,2,-4,3,2
7485,1,6,1981,0,2,-4,1,2
7486,2,4,1980,0,2,-4,3,1
7487,2,12,1984,0,2,5000,3,1
7488,1,10,1982,0,2,-4,3,2
7489,2,9,1983,0,2,6500,3,1
7490,1,9,1984,0,2,-4,3,2
7491,2,4,1983,0,2,2700,3,3
7492,2,10,1980,0,2,-4,3,1
7493,2,10,1981,0,2,-4,3,5
7494,2,4,1984,0,2,2500,3,3
7495,2,6,1982,0,2,-4,3,6
7496,2,12,1980,0,2,-4,3,6
7497,1,10,1983,0,2,8500,3,2
7498,1,11,1982,0,2,-4,1,7
7499,2,6,1984,0,2,-4,3,2
7500,1,1,1980,0,2,-5,-5,-5
7501,2,4,1982,0,2,-4,1,2
7502,1,7,1982,0,2,-5,-5,-5
7503,1,2,1984,0,2,-4,3,2
7504,2,7,1984,0,2,-4,3,2
7505,1,4,1983,0,2,2500,3,3
7506,1,9,1980,0,2,-4,3,2
7507,1,5,1982,0,2,-4,3,5
7508,2,6,1984,0,2,-4,1,4
7509,2,8,1983,0,2,-3,3,7
7510,1,2,1983,0,2,7500,3,4
7511,2,8,1982,0,2,-4,3,5
7512,2,5,1982,0,2,-4,3,2
7513,2,3,1982,0,2,-4,1,2
7514,2,6,1982,0,2,-4,3,6
7515,1,6,1983,0,2,3400,3,2
7516,1,12,1981,0,2,-4,3,2
7517,2,3,1984,0,2,-4,3,2
7518,1,4,1981,0,2,-4,3,1
7519,2,5,1981,0,2,-4,3,6
7520,2,4,1982,0,2,-4,3,3
7521,2,6,1983,0,2,2800,3,3
7522,1,10,1983,0,2,7500,3,2
7523,1,4,1981,0,2,-4,3,2
7524,1,7,1982,0,2,-4,3,7
7525,2,6,1980,0,2,-4,1,2
7526,1,7,1982,0,2,-4,1,6
7527,2,10,1984,0,2,-4,1,2
7528,2,5,1980,0,2,-5,-5,-5
7529,1,6,1982,0,2,-5,-5,-5
7530,2,11,1981,0,2,-4,3,6
7531,2,11,1981,0,2,-4,3,3
7532,1,7,1983,0,2,12000,1,1
7533,2,3,1981,0,2,-4,3,4
7534,2,3,1982,0,2,-4,3,2
7535,2,5,1980,0,2,-4,3,7
7536,2,4,1981,0,2,-4,3,1
7537,1,1,1983,0,2,-7000,3,6
7538,1,1,1982,0,2,-4,3,1
7539,2,12,1982,0,2,-4,2,1
7540,1,5,1983,0,2,19500,3,2
7541,2,9,1984,0,2,9500,3,2
7542,1,9,1982,0,2,-4,1,6
7543,2,3,1982,0,2,-4,3,4
7544,1,1,1984,0,2,2500,3,2
7545,2,11,1982,0,2,-4,1,6
7546,2,4,1983,0,2,7200,3,3
7547,1,2,1984,0,2,6070,3,3
7548,1,4,1981,0,1,-5,-5,-5
7549,1,6,1981,0,2,-4,3,3
7550,1,12,1981,0,2,-4,3,1
7551,2,1,1983,0,2,-4,3,4
7552,1,9,1980,0,1,-4,3,2
7553,1,9,1982,0,1,-4,4,1
7554,1,4,1981,0,2,-4,3,5
7555,2,8,1983,0,2,-5,-5,-5
7556,2,5,1983,0,2,2500,3,2
7557,2,7,1983,0,2,2500,3,1
7558,1,9,1981,0,2,-4,4,1
7559,2,5,1984,0,2,2532,3,1
7560,1,8,1980,0,2,-4,3,1
7561,1,8,1980,0,2,-4,3,1
7562,1,8,1982,0,2,-4,3,4
7563,2,10,1982,0,2,-4,3,3
7564,1,12,1981,0,2,-4,2,3
7565,1,11,1984,0,2,-4,3,1
7566,1,3,1980,0,2,-5,-5,-5
7567,1,2,1982,0,2,-4,3,5
7568,1,5,1984,0,2,-4,1,1
7569,1,2,1982,0,1,-4,3,2
7570,1,1,1981,0,2,-4,3,1
7571,2,2,1983,0,2,-5,-5,-5
7572,1,1,1982,0,2,-4,3,2
7573,1,9,1984,0,2,-4,3,3
7574,2,7,1982,0,2,-4,3,1
7575,2,10,1984,0,2,-4,1,1
7576,2,10,1981,0,2,-4,3,4
7577,2,10,1983,0,2,2500,3,1
7578,1,2,1980,0,2,-5,-5,-5
7579,2,8,1982,0,2,-4,3,2
7580,2,4,1980,0,2,-4,3,2
7581,1,10,1983,0,2,35400,3,5
7582,2,3,1980,0,2,-4,4,5
7583,1,11,1984,0,2,-4,3,1
7584,2,11,1983,0,2,-5,-5,-5
7585,1,12,1980,0,2,-4,3,2
7586,2,12,1982,0,2,2550,3,2
7587,2,7,1983,0,2,400,3,3
7588,2,8,1980,0,2,-4,3,3
7589,1,8,1984,0,2,-4,4,5
7590,2,3,1981,0,2,-4,3,1
7591,2,12,1982,0,2,-4,3,7
7592,2,10,1984,0,2,-4,3,2
7593,2,8,1983,0,2,9300,3,7
7594,1,7,1980,0,2,-4,3,2
7595,1,2,1982,0,2,-4,1,6
7596,1,4,1980,0,2,-4,1,1
7597,1,12,1981,0,2,-4,3,2
7598,2,2,1983,0,2,7500,3,1
7599,1,3,1984,0,2,-4,3,3
7600,1,6,1984,0,2,-4,1,5
7601,2,8,1984,0,2,-4,3,3
7602,1,1,1982,0,2,2500,3,6
7603,2,1,1980,0,2,-4,5,2
7604,1,3,1981,0,2,-4,1,1
7605,2,3,1982,0,2,-4,1,1
7606,2,10,1981,0,2,-5,-5,-5
7607,1,6,1982,0,2,-4,3,2
7608,2,8,1981,0,2,-4,3,2
7609,2,10,1984,0,2,8700,3,7
7610,2,8,1983,0,2,-3,3,1
7611,2,12,1980,0,2,-4,1,1
7612,2,12,1981,0,2,-4,1,2
7613,2,1,1980,0,1,-4,2,-1
7614,2,5,1980,0,1,-4,3,4
7615,1,4,1982,0,1,-5,-5,-5
7616,2,11,1980,0,1,-4,3,2
7617,2,5,1980,0,2,-5,-5,-5
7618,2,2,1980,0,1,-5,-5,-5
7619,2,3,1982,0,1,-4,3,6
7620,1,4,1983,0,1,-5,-5,-5
7621,1,5,1981,0,2,-4,5,2
7622,2,9,1983,0,1,3000,3,2
7623,2,11,1981,0,1,-4,5,1
7624,1,7,1983,0,1,2500,3,2
7625,2,11,1984,0,1,-4,1,4
7626,2,1,1980,0,1,-4,3,2
7627,1,5,1982,0,1,-4,1,6
7628,2,10,1984,0,1,-4,3,5
7629,1,7,1981,0,1,-5,-5,-5
7630,1,7,1981,0,1,-4,1,2
7631,1,7,1984,0,1,2500,1,1
7632,2,1,1982,0,1,-4,2,5
7633,2,6,1984,0,1,-4,3,6
7634,2,12,1980,0,2,-4,2,1
7635,2,12,1981,0,1,-4,3,5
7636,2,1,1983,0,1,-4,4,1
7637,2,8,1984,0,1,5500,3,5
7638,1,11,1980,0,1,-4,2,6
7639,2,5,1981,0,1,-4,3,6
7640,1,9,1982,0,1,-4,1,3
7641,1,9,1980,0,1,-4,5,3
7642,1,7,1981,0,1,2500,3,6
7643,1,9,1984,0,1,2500,3,3
7644,2,9,1982,0,1,-3,3,4
7645,1,3,1983,0,1,6500,3,6
7646,2,11,1983,0,1,7300,3,7
7647,2,6,1982,0,1,-4,3,1
7648,1,1,1984,0,1,3200,3,6
7649,1,3,1981,0,1,-4,3,4
7650,2,12,1982,0,1,-4,3,6
7651,1,7,1982,0,1,-4,3,5
7652,2,3,1980,0,2,-4,2,1
7653,2,10,1981,0,1,-4,3,4
7654,2,7,1982,0,1,-4,3,3
7655,2,10,1984,0,1,2580,3,6
7656,1,9,1981,0,1,-4,3,6
7657,2,1,1983,0,1,-4,3,6
7658,1,11,1982,0,1,-4,3,1
7659,2,11,1980,0,1,-4,3,2
7660,1,12,1981,0,1,-4,3,1
7661,1,3,1984,0,1,-4,3,1
7662,2,6,1984,0,1,2500,2,2
7663,1,3,1981,0,1,-5,-5,-5
7664,1,6,1983,0,1,2500,2,2
7665,2,7,1982,0,2,-4,3,7
7666,2,11,1982,0,1,-4,3,4
7667,1,6,1981,0,1,-4,3,4
7668,2,6,1984,0,1,-4,3,-1
7669,1,3,1981,0,1,-4,4,4
7670,1,3,1984,0,1,-4,1,3
7671,2,12,1983,0,1,-4,1,3
7672,1,1,1984,0,1,2500,3,2
7673,1,4,1984,0,1,-4,1,6
7674,1,2,1984,0,2,-4,1,1
7675,1,7,1981,0,2,-4,1,3
7676,1,9,1983,0,2,4700,2,2
7677,1,4,1983,0,2,-5,-5,-5
7678,1,10,1980,0,1,-4,3,3
7680,1,4,1980,0,2,-4,3,1
7681,2,9,1980,0,2,-4,1,3
7682,2,1,1982,0,2,-4,3,2
7683,2,11,1980,0,2,-4,3,2
7684,2,7,1980,0,1,-4,3,1
7685,2,7,1980,0,1,-4,5,5
7686,2,4,1983,0,1,12700,3,6
7687,2,7,1984,0,1,-4,3,5
7688,2,10,1982,0,1,-4,3,2
7689,2,7,1982,0,1,-4,3,5
7690,2,9,1982,0,2,-4,4,2
7691,1,11,1982,0,2,-4,3,2
7692,2,8,1980,0,1,-4,1,2
7693,1,1,1983,0,1,-4,3,5
7694,2,2,1983,0,1,-5,-5,-5
7695,2,11,1983,0,1,1900,1,1
7696,1,9,1981,0,1,-4,4,2
7697,2,10,1982,0,1,-4,4,5
7698,2,7,1980,0,1,-4,2,-1
7699,1,12,1983,0,1,3500,3,1
7700,1,12,1981,0,1,-4,1,1
7701,2,11,1983,0,1,2500,1,1
7702,2,2,1982,0,2,-4,3,1
7703,1,7,1983,0,2,13500,1,2
7704,1,5,1981,0,2,-5,-5,-5
7705,2,9,1984,0,2,-5,-5,-5
7706,1,10,1981,0,2,-5,-5,-5
7707,2,8,1984,0,1,-5,-5,-5
7708,2,7,1984,0,1,4100,3,6
7709,2,12,1980,0,1,-4,1,6
7710,1,11,1984,0,1,2500,1,5
7711,2,8,1981,0,1,-5,-5,-5
7712,1,4,1980,0,1,-5,-5,-5
7713,2,10,1980,0,1,-4,3,1
7714,1,11,1981,0,1,-4,3,2
7715,2,8,1982,0,1,-4,1,5
7716,2,3,1982,0,1,-4,1,1
7717,2,1,1980,0,1,-4,3,6
7718,1,12,1980,0,1,-5,-5,-5
7719,2,1,1983,0,1,11916,3,1
7720,2,3,1984,0,1,-4,1,5
7721,1,12,1980,0,1,-4,3,-1
7722,1,1,1982,0,1,-4,1,1
7723,1,3,1983,0,1,-4,3,6
7724,2,4,1983,0,1,-7500,3,6
7725,1,12,1981,0,1,-4,3,8
7726,1,8,1983,0,1,2500,1,1
7727,1,2,1982,0,1,-4,1,2
7728,2,3,1983,0,1,2500,1,1
7729,1,4,1982,0,1,-4,1,5
7730,2,4,1982,0,1,-4,1,2
7731,1,7,1982,0,1,-4,3,2
7732,2,1,1984,0,1,12000,3,4
7733,1,8,1980,0,1,-4,1,1
7734,2,12,1982,0,1,2500,1,4
7735,1,4,1984,0,1,-4,1,5
7736,2,2,1984,0,1,2500,3,4
7737,1,10,1982,0,1,-4,1,1
7738,2,3,1981,0,1,-4,3,1
7739,1,10,1983,0,1,2900,2,5
7740,2,4,1982,0,1,-4,3,5
7741,2,12,1982,0,1,4000,3,4
7742,1,2,1980,0,1,-4,1,1
7743,2,10,1981,0,1,-4,1,2
7744,1,6,1981,0,1,-4,3,4
7745,1,5,1981,0,1,-4,3,4
7746,1,9,1982,0,1,-4,3,5
7747,1,5,1981,0,1,-4,1,2
7748,1,11,1984,0,1,2500,1,1
7749,1,8,1983,0,1,2267,3,5
7750,1,9,1980,0,1,-4,3,1
7751,1,2,1982,0,1,-5,-5,-5
7752,1,4,1984,0,1,-5,-5,-5
7753,1,5,1980,0,1,-5,-5,-5
7755,1,1,1981,0,1,-4,1,2
7756,2,3,1982,0,1,-4,3,4
7757,1,6,1981,0,1,-4,3,1
7758,2,9,1982,0,1,-4,1,1
7759,1,11,1983,0,1,-12500,3,6
7760,1,12,1980,0,1,-4,1,2
7761,1,8,1982,0,1,-4,1,3
7762,2,2,1983,0,1,750,1,2
7763,1,3,1984,0,1,2500,1,5
7764,2,2,1984,0,1,-4,3,6
7765,2,8,1981,0,1,-4,2,7
7766,2,2,1983,0,1,13200,2,7
7767,2,2,1983,0,1,-3,3,6
7768,1,3,1980,0,1,-4,1,3
7769,2,3,1980,0,1,-4,1,4
7770,2,6,1981,0,1,-4,2,2
7771,1,11,1982,0,1,-4,1,5
7772,1,1,1981,0,1,-4,3,2
7773,2,8,1981,0,1,-4,3,1
7774,2,3,1981,0,1,-4,3,3
7775,1,5,1980,0,1,-5,-5,-5
7776,1,6,1981,0,1,-4,2,2
7777,2,11,1981,0,1,-4,3,6
7778,1,6,1982,0,1,-4,3,1
7779,1,5,1983,0,1,-3900,3,5
7780,2,8,1981,0,1,-4,3,7
7781,2,5,1981,0,1,-5,-5,-5
7782,2,12,1982,0,1,-5,-5,-5
7783,1,8,1980,0,1,-4,1,5
7784,1,4,1984,0,1,-4,3,6
7785,1,4,1983,0,1,-5,-5,-5
7786,1,7,1981,0,1,-4,5,1
7787,2,1,1983,0,1,-4,3,2
7788,1,3,1982,0,1,-5,-5,-5
7789,1,10,1981,0,1,-5,-5,-5
7790,1,8,1981,0,1,-4,3,2
7791,1,1,1982,0,1,-4,5,7
7792,2,3,1983,0,1,-3,3,2
7793,2,8,1984,0,1,-4,3,4
7794,2,8,1984,0,1,-4,3,6
7795,2,5,1980,0,1,-4,3,2
7796,1,6,1980,0,1,-4,2,2
7797,1,10,1981,0,1,-4,1,7
7798,2,8,1983,0,1,3339,3,1
7799,1,7,1984,0,1,4600,3,6
7800,1,10,1980,0,1,-4,3,2
7801,2,9,1983,0,1,2500,1,5
7802,1,5,1980,0,1,-4,3,2
7803,1,9,1981,0,1,-4,2,1
7804,2,8,1983,0,1,3600,3,5
7805,1,7,1982,0,1,-4,3,1
7806,1,4,1980,0,1,-3,3,1
7807,1,11,1980,0,1,-4,3,5
7808,1,12,1982,0,1,-4,1,1
7809,2,4,1980,0,1,-5,-5,-5
7810,1,9,1984,0,1,2300,3,2
7811,2,3,1984,0,1,77500,3,2
7812,1,8,1981,0,1,-4,2,8
7813,2,3,1983,0,1,2500,3,6
7814,2,3,1980,0,1,-4,1,4
7815,2,5,1983,0,1,10500,1,2
7816,2,1,1980,0,1,-4,1,2
7817,2,11,1981,0,1,-4,3,6
7818,1,12,1981,0,1,-4,3,6
7819,2,11,1980,0,1,-4,2,2
7820,1,1,1982,0,1,-4,2,4
7821,1,8,1981,0,1,2500,3,6
7822,1,5,1983,0,1,11440,2,4
7823,2,6,1981,0,1,-4,1,5
7824,2,7,1981,0,1,-4,3,7
7825,1,3,1981,0,1,-4,3,4
7826,2,4,1980,0,1,-4,3,5
7827,1,6,1984,0,1,-5,-5,-5
7828,2,2,1983,0,1,-4,1,2
7829,2,2,1981,0,1,-5,-5,-5
7830,2,6,1981,0,1,-4,3,7
7831,1,5,1982,0,1,-4,1,4
7832,1,6,1984,0,1,-4,3,6
7833,1,8,1980,0,1,-4,2,3
7834,1,8,1981,0,1,-4,1,1
7835,1,6,1983,0,1,2500,1,4
7836,2,2,1981,0,1,-4,3,1
7837,2,1,1980,0,1,-4,3,5
7838,1,3,1983,0,1,-3,2,4
7839,1,1,1980,0,1,-4,3,2
7840,2,8,1983,0,1,24300,3,1
7841,2,4,1982,0,1,-4,3,1
7842,2,5,1983,0,1,2500,3,1
